id,page,href
150,4,https://www.vietnamworks.com/nhan-vien-kinh-doanh-can-ho-cao-cap-co-san-data-luong-net-10tr-th-cong-hoa-hong-1783351-jv?source=searchResults&searchType=2&placement=1783501&sortBy=date
151,4,https://www.vietnamworks.com/pho-phong-ky-thuat--1820288-jv?source=searchResults&searchType=2&placement=1820438&sortBy=date
152,4,https://www.vietnamworks.com/thuc-tap-vien-tiem-nang-sacombank-kv-tp-ha-noi-1820405-jv?source=searchResults&searchType=2&placement=1820555&sortBy=date
153,4,https://www.vietnamworks.com/giam-sat-thi-cong-du-an-noi-that-ha-noi-1820476-jv?source=searchResults&searchType=2&placement=1820626&sortBy=date
154,4,https://www.vietnamworks.com/chuyen-vien-khach-hang-ca-nhan-lam-viec-tai-nam-dinh-quang-ninh-hai-phong-1806221-jv?source=searchResults&searchType=2&placement=1806371&sortBy=date
155,4,https://www.vietnamworks.com/truong-phong-dich-vu-van-hanh-1807438-jv?source=searchResults&searchType=2&placement=1807588&sortBy=date
156,4,https://www.vietnamworks.com/global-restaurant-operations-team-leader-1820416-jv?source=searchResults&searchType=2&placement=1820566&sortBy=date
157,4,https://www.vietnamworks.com/sales-assistant-fmcg-1820368-jv?source=searchResults&searchType=2&placement=1820518&sortBy=date
158,4,https://www.vietnamworks.com/phu-trach-phat-trien-chuong-trinh-kiem-giang-vien-vi-dien-tu-va-vien-thong-1820393-jv?source=searchResults&searchType=2&placement=1820543&sortBy=date
159,4,https://www.vietnamworks.com/nhan-vien-le-tan--1820399-jv?source=searchResults&searchType=2&placement=1820549&sortBy=date
160,4,https://www.vietnamworks.com/cvc-cvcc-rui-ro-hoat-dong-cntt-1820430-jv?source=searchResults&searchType=2&placement=1820580&sortBy=date
161,4,https://www.vietnamworks.com/truong-nhom-tuyen-dung-tieng-anh-thanh-thao-under-35-1818139-jv?source=searchResults&searchType=2&placement=1818289&sortBy=date
162,4,https://www.vietnamworks.com/nhan-vien-mua-hang-mang-ky-thuat-biet-tieng-nhat-1817767-jv?source=searchResults&searchType=2&placement=1817917&sortBy=date
163,4,https://www.vietnamworks.com/energy-efficiency-specialist-energy-auditor-1817739-jv?source=searchResults&searchType=2&placement=1817889&sortBy=date
164,4,https://www.vietnamworks.com/ke-toan-tong-hop-1816822-jv?source=searchResults&searchType=2&placement=1816972&sortBy=date
165,4,https://www.vietnamworks.com/nhan-vien-quan-ly-san-xuat--1817291-jv?source=searchResults&searchType=2&placement=1817441&sortBy=date
166,4,https://www.vietnamworks.com/quality-control-inspector-team-sports-nam-dinh-1817718-jv?source=searchResults&searchType=2&placement=1817868&sortBy=date
167,4,https://www.vietnamworks.com/tuyen-gap-ke-toan-vat-tu-lam-tai-kcn-khanh-phu-ninh-binh-1817929-jv?source=searchResults&searchType=2&placement=1818079&sortBy=date
168,4,https://www.vietnamworks.com/ke-toan-truong-du-an-dau-tu-lam-tai-kcn-khanh-phu-ninh-binh-1817935-jv?source=searchResults&searchType=2&placement=1818085&sortBy=date
169,4,https://www.vietnamworks.com/tuyen-gap-ky-su-co-dien-lam-tai-kcn-khanh-phu-ninh-binh-1817925-jv?source=searchResults&searchType=2&placement=1818075&sortBy=date
170,4,https://www.vietnamworks.com/fraud-analysis-manager-1820523-jv?source=searchResults&searchType=2&placement=1820673&sortBy=date
171,4,https://www.vietnamworks.com/shipping-customer-service-senior-manager-1820535-jv?source=searchResults&searchType=2&placement=1820685&sortBy=date
172,4,https://www.vietnamworks.com/chuyen-vien-cao-cap-cong-cu-djinh-luong-va-mo-hinh-rui-ro-phong-cong-cu-djinh-luong-va-mo-hinh-rui-ro-khoi-quan-tri-rui-ro-1820489-jv?source=searchResults&searchType=2&placement=1820639&sortBy=date
173,4,https://www.vietnamworks.com/truong-ca--1820494-jv?source=searchResults&searchType=2&placement=1820644&sortBy=date
174,4,https://www.vietnamworks.com/thu-thu-truong-quoc-te-eschool-1820462-jv?source=searchResults&searchType=2&placement=1820612&sortBy=date
175,4,https://www.vietnamworks.com/hn-regular-java-developer-1820515-jv?source=searchResults&searchType=2&placement=1820665&sortBy=date
176,4,https://www.vietnamworks.com/truong-phong-kinh-doanh-du-lich-outbound-va-noi-dia-1817737-jv?source=searchResults&searchType=2&placement=1817887&sortBy=date
177,4,https://www.vietnamworks.com/giam-doc-kinh-doanh--1817975-jv?source=searchResults&searchType=2&placement=1818125&sortBy=date
178,4,https://www.vietnamworks.com/senior-card-operations-analyst-1818020-jv?source=searchResults&searchType=2&placement=1818170&sortBy=date
179,4,https://www.vietnamworks.com/draftsman-(kinh-nghiem-nganh-ket-cau-thepnha-thep)-1807166-jv?source=searchResults&searchType=2&placement=1807316&sortBy=date
180,4,https://www.vietnamworks.com/thi-nghiem-vien-kcs-nhan-vien-kiem-soat-chat-luong-1817245-jv?source=searchResults&searchType=2&placement=1817395&sortBy=date
181,4,https://www.vietnamworks.com/chuyen-vien-cao-cap-big-data-khoi-cong-nghe-thong-tin--1817452-jv?source=searchResults&searchType=2&placement=1817602&sortBy=date
182,4,https://www.vietnamworks.com/nhan-vien-tu-van-dinh-cu-thuong-hoa-hong-cao-3-doanh-so--1817489-jv?source=searchResults&searchType=2&placement=1817639&sortBy=date
183,4,https://www.vietnamworks.com/djai-dien-kinh-doanh-1821641-jv?source=searchResults&searchType=2&placement=1821791&sortBy=date
184,4,https://www.vietnamworks.com/sustainability-manager-vietnam-1820080-jv?source=searchResults&searchType=2&placement=1820230&sortBy=date
