id,page,href
0,1,https://www.vietnamworks.com/ke-toan-tong-hop-general-accountant--1840004-jv?source=searchResults&searchType=2&placement=1840004&sortBy=date
1,1,https://www.vietnamworks.com/senior-technical-specialist-footwear-ho-chi-minh-1840000-jv?source=searchResults&searchType=2&placement=1840000&sortBy=date
2,1,https://www.vietnamworks.com/chuyen-vien-ke-hoach-tai-chinh-1839994-jv?source=searchResults&searchType=2&placement=1839994&sortBy=date
3,1,https://www.vietnamworks.com/ky-su-tiet-kiem-nang-luong--1820098-jv?source=searchResults&searchType=2&placement=1820098&sortBy=date
4,1,https://www.vietnamworks.com/project-assistant-manager-vehicle-monitoring-system-1839990-jv?source=searchResults&searchType=2&placement=1839990&sortBy=date
5,1,https://www.vietnamworks.com/full-time-foreign-art-teacher-1-3-1--1835290-jv?source=searchResults&searchType=2&placement=1835290&sortBy=date
6,1,https://www.vietnamworks.com/textile-technology-specialist-1839757-jv?source=searchResults&searchType=2&placement=1839757&sortBy=date
7,1,https://www.vietnamworks.com/chuyen-vien-kinh-doanh-dich-vu-vien-thong-mang-hospitality-1839749-jv?source=searchResults&searchType=2&placement=1839749&sortBy=date
8,1,https://www.vietnamworks.com/hvac-training-engineer-1828400-jv?source=searchResults&searchType=2&placement=1828400&sortBy=date
9,1,https://www.vietnamworks.com/to-truong-smt-smt-line-leader-1839977-jv?source=searchResults&searchType=2&placement=1839977&sortBy=date
10,1,https://www.vietnamworks.com/khanh-hoa-ky-su-kinh-doanh-du-an_hvac-lam-viec-tai-khanh-hoa-1834092-jv?source=searchResults&searchType=2&placement=1834092&sortBy=date
11,1,https://www.vietnamworks.com/executive-customer-service-1837034-jv?source=searchResults&searchType=2&placement=1837034&sortBy=date
12,1,https://www.vietnamworks.com/procurement-staff-nhan-vien-phong-mua-hang--1836482-jv?source=searchResults&searchType=2&placement=1836482&sortBy=date
13,1,https://www.vietnamworks.com/maintenance-supervisor-automation-electricity-background--1839683-jv?source=searchResults&searchType=2&placement=1839683&sortBy=date
14,1,https://www.vietnamworks.com/truong-nhom-tuyen-sinh-and-cham-soc-khach-hang-1830572-jv?source=searchResults&searchType=2&placement=1830572&sortBy=date
15,1,https://www.vietnamworks.com/ehs-specialist-1835371-jv?source=searchResults&searchType=2&placement=1835371&sortBy=date
16,1,https://www.vietnamworks.com/truong-phong-chinh-sach-nhan-su-va-quan-tri-mang-luoi-head-of-hr-policy-and-network-management-department--1825507-jv?source=searchResults&searchType=2&placement=1825507&sortBy=date
17,1,https://www.vietnamworks.com/back-office-staff--1837243-jv?source=searchResults&searchType=2&placement=1837243&sortBy=date
18,1,https://www.vietnamworks.com/chuyen-vien-tu-van-bds-luong-cung-len-toi-15-trieu-ho-tro-chi-phi-mkt-len-toi-100-khong-ap-doanh-so--1835453-jv?source=searchResults&searchType=2&placement=1835453&sortBy=date
19,1,https://www.vietnamworks.com/customer-service-advisor-penang-malaysia--1838132-jv?source=searchResults&searchType=2&placement=1838132&sortBy=date
20,1,https://www.vietnamworks.com/truong-phong-digital-marketing-bdjs-1834814-jv?source=searchResults&searchType=2&placement=1834814&sortBy=date
